26.159000000000002,1.598,Wuning,China,29.74N,120.00E
1935-10-01,19.947,0.769,Xalapa,Mexico,20.09N,97.25W
1935-11-01,18.301,0.358,Xalapa,Mexico,20.09N,97.25W
1935-12-01,16.685,0.4,Xalapa,Mexico,20.09N,97.25W
1936-01-01,17.015,0.613,Xalapa,Mexico,20.09N,97.25W
1936-02-01,18.195999999999998,0.828,Xalapa,Mexico,20.09N,97.25W
1936-03-01,20.369,0.32299999999999995,Xalapa,Mexico,20.09N,97.25W
1936-04-01,19.848,1.202,Xalapa,Mexico,20.09N,97.25W
1936-05-01,21.625,0.698,Xalapa,Mexico,20.09N,97.25W
1936-06-01,23.491000000000003,0.9079999999999999,Xalapa,Mexico,20.09N,97.25W
1936-07-01,22.12,0.5710000000000001,Xalapa,Mexico,20.09N,97.25W
1936-08-01,22.521,0.21899999999999997,Xalapa,Mexico,20.09N,97.25W
1936-09-01,22.06,0.337,Xalapa,Mexico,20.09N,97.25W
1936-10-01,20.167,0.4,Xalapa,Mexico,20.09N,97.25W
1936-11-01,17.815,0.408,Xalapa,Mexico,20.09N,97.25W
1936-12-01,17.044,0.5870000000000001,Xalapa,Mexico,20.09N,97.25W
1937-01-01,18.249,0.475,Xalapa,Mexico,20.09N,97.25W
1937-02-01,18.593,0.765,Xalapa,Mexico,20.09N,97.25W
1937-03-01,18.974,0.259,Xalapa,Mexico,20.09N,97.25W
1937-04-01,21.429000000000002,0.233,Xalapa,Mexico,20.09N,97.25W
1937-05-01,22.111,0.614,Xalapa,Mexico,20.09N,97.25W
1937-06-01,22.881,0.478,Xalapa,Mexico,20.09N,97.25W
1937-07-01,22.203000000000003,0.239,Xalapa,Mexico,20.09N,97.25W
1937-08-01,22.831999999999997,0.138,Xalapa,Mexico,20.09N,97.25W
1937-09-01,22.435,0.442,Xalapa,Mexico,20.09N,97.25W
1937-10-01,20.719,0.541,Xalapa,Mexico,20.09N,97.25W
1937-11-01,18.367,0.479,Xalapa,Mexico,20.09N,97.25W
1937-12-01,17.084,0.39899999999999997,Xalapa,Mexico,20.09N,97.25W
1938-01-01,16.855,0.252,Xalapa,Mexico,20.09N,97.25W
1938-02-01,16.803,0.861,Xalapa,Mexico,20.09N,97.25W
1938-03-01,21.371,1.0170000000000001,Xalapa,Mexico,20.09N,97.25W
1938-04-01,21.364,0.32899999999999996,Xalapa,Mexico,20.09N,97.25W
1938-05-01,23.39,0.24600000000000002,Xalapa,Mexico,20.09N,97.25W
1938-06-01,22.549000000000003,0.262,Xalapa,Mexico,20.09N,97.25W
1938-07-01,22.514,0.485,Xalapa,Mexico,20.09N,97.25W
1938-08-01,22.596999999999998,0.461,Xalapa,Mexico,20.09N,97.25W
1938-09-01,21.503,0.501,Xalapa,Mexico,20.09N,97.25W
1938-10-01,19.719,0.627,Xalapa,Mexico,20.09N,97.25W
1938-11-01,18.307,0.639,Xalapa,Mexico,20.09N,97.25W
1938-12-01,16.317,0.38,Xalapa,Mexico,20.09N,97.25W
1939-01-01,17.021,0.515,Xalapa,Mexico,20.09N,97.25W
1939-02-01,18.508000000000006,0.956,Xalapa,Mexico,20.09N,97.25W
1939-03-01,19.211,0.711,Xalapa,Mexico,20.09N,97.25W
1939-04-01,20.893,0.24600000000000002,Xalapa,Mexico,20.09N,97.25W
1939-05-01,22.973000000000003,0.588,Xalapa,Mexico,20.09N,97.25W
1939-06-01,22.735000000000007,0.5670000000000001,Xalapa,Mexico,20.09N,97.25W
1939-07-01,22.555,0.45899999999999996,Xalapa,Mexico,20.09N,97.25W
1939-08-01,22.75,0.27,Xalapa,Mexico,20.09N,97.25W
1939-09-01,21.779,0.258,Xalapa,Mexico,20.09N,97.25W
1939-10-01,20.635,0.244,Xalapa,Mexico,20.09N,97.25W
1939-11-01,16.099,1.431,Xalapa,Mexico,20.09N,97.25W
1939-12-01,16.892,0.653,Xalapa,Mexico,20.09N,97.25W
1940-01-01,14.720999999999998,0.5479999999999999,Xalapa,Mexico,20.09N,97.25W
1940-02-01,17.327,0.409,Xalapa,Mexico,20.09N,97.25W
1940-03-01,19.154,0.49200000000000005,Xalapa,Mexico,20.09N,97.25W
1940-04-01,22.528000000000002,0.631,Xalapa,Mexico,20.09N,97.25W
1940-05-01,22.956999999999997,0.316,Xalapa,Mexico,20.09N,97.25W
1940-06-01,23.432,0.214,Xalapa,Mexico,20.09N,97.25W
1940-07-01,22.705,0.258,Xalapa,Mexico,20.09N,97.25W
1940-08-01,23.833,0.396,Xalapa,Mexico,20.09N,97.25W
1940-09-01,22.128,0.165,Xalapa,Mexico,20.09N,97.25W
1940-10-01,20.980999999999998,0.397,Xalapa,Mexico,20.09N,97.25W
1940-11-01,18.994,0.48100000000000004,Xalapa,Mexico,20.09N,97.25W
1940-12-01,17.387,0.581,Xalapa,Mexico,20.09N,97.25W
1941-01-01,16.434,0.366,Xalapa,Mexico,20.09N,97.25W
1941-02-01,16.707,0.653,Xalapa,Mexico,20.09N,97.25W
1941-03-01,18.464000000000002,0.61,Xalapa,Mexico,20.09N,97.25W
1941-04-01,22.543000000000003,0.402,Xalapa,Mexico,20.09N,97.25W
1941-05-01,22.668000000000003,0.6679999999999999,Xalapa,Mexico,20.09N,97.25W
1941-06-01,23.988000000000003,0.304,Xalapa,Mexico,20.09N,97.25W
1941-07-01,22.775,0.41,Xalapa,Mexico,20.09N,97.25W
1941-08-01,23.456000000000003,0.08,Xalapa,Mexico,20.09N,97.25W
1941-09-01,22.568,0.308,Xalapa,Mexico,20.09N,97.25W
1941-10-01,21.671,0.8190000000000001,Xalapa,Mexico,20.09N,97.25W
1941-11-01,18.736,0.526,Xalapa,Mexico,20.09N,97.25W
1941-12-01,17.589000000000002,0.247,Xalapa,Mexico,20.09N,97.25W
1942-01-01,15.715,0.527,Xalapa,Mexico,20.09N,97.25W
1942-02-01,18.373,0.594,Xalapa,Mexico,20.09N,97.25W
1942-03-01,19.317,0.368,Xalapa,Mexico,20.09N,97.25W
1942-04-01,21.991,0.946,Xalapa,Mexico,20.09N,97.25W
1942-05-01,24.305,0.534,Xalapa,Mexico,20.09N,97.25W
1942-06-01,23.555000000000003,0.311,Xalapa,Mexico,20.09N,97.25W
1942-07-01,22.538,0.373,Xalapa,Mexico,20.09N,97.25W
1942-08-01,22.486,0.505,Xalapa,Mexico,20.09N,97.25W
1942-09-01,21.743000000000002,0.29600000000000004,Xalapa,Mexico,20.09N,97.25W
1942-10-01,20.989,0.272,Xalapa,Mexico,20.09N,97.25W
1942-11-01,18.663,0.29,Xalapa,Mexico,20.09N,97.25W
1942-12-01,17.482,0.715,Xalapa,Mexico,20.09N,97.25W
1943-01-01,16.333000000000002,0.5670000000000001,Xalapa,Mexico,20.09N,97.25W
1943-02-01,16.55,0.43799999999999994,Xalapa,Mexico,20.09N,97.25W
1943-03-01,19.366,0.716,Xalapa,Mexico,20.09N,97.25W
1943-04-01,21.303,0.348,Xalapa,Mexico,20.09N,97.25W
1943-05-01,23.566999999999997,0.48,Xalapa,Mexico,20.09N,97.25W
1943-06-01,22.55,0.223,Xalapa,Mexico,20.09N,97.25W
1943-07-01,23.361,0.368,Xalapa,Mexico,20.09N,97.25W
1943-08-01,23.311,0.485,Xalapa,Mexico,20.09N,97.25W
1943-09-01,22.9,0.434,Xalapa,Mexico,20.09N,97.25W
1943-10-01,20.035,0.34700000000000003,Xalapa,Mexico,20.09N,97.25W
1943-11-01,17.298000000000002,0.485,Xalapa,Mexico,20.09N,97.25W
1943-12-01,16.31,0.33399999999999996,Xalapa,Mexico,20.09N,97.25W
1944-01-01,15.475,0.275,Xalapa,Mexico,20.09N,97.25W
1944-02-01,18.761000000000006,0.799,Xalapa,Mexico,20.09N,97.25W
1944-03-01,19.828,0.623,Xalapa,Mexico,20.09N,97.25W
1944-04-01,22.842,0.973,Xalapa,Mexico,20.09N,97.25W
1944-05-01,23.447,0.428,Xalapa,Mexico,20.09N,97.25W
1944-06-01,23.201999999999998,0.382,Xalapa,Mexico,20.09N,97.25W
1944-07-01,23.266,0.304,Xalapa,Mexico,20.09N,97.25W
1944-08-01,23.065,0.5489999999999999,Xalapa,Mexico,20.09N,97.25W
1944-09-01,22.165,0.455,Xalapa,Mexico,20.09N,97.25W
1944-10-01,18.887,0.397,Xalapa,Mexico,20.09N,97.25W
1944-11-01,19.165000000000006,0.5589999999999999,Xalapa,Mexico,20.09N,97.25W
1944-12-01,15.652000000000001,0.335,Xalapa,Mexico,20.09N,97.25W
1945-01-01,17.048000000000002,0.721,Xalapa,Mexico,20.09N,97.25W
1945-02-01,18.914,1.3230000000000002,Xalapa,Mexico,20.09N,97.25W
1945-03-01,21.294,1.27,Xalapa,Mexico,20.09N,97.25W
1945-04-01,23.117,0.68,Xalapa,Mexico,20.09N,97.25W
1945-05-01,23.579,0.502,Xalapa,Mexico,20.09N,97.25W
1945-06-01,24.78,0.968,Xalapa,Mexico,20.09N,97.25W
1945-07-01,23.435,0.24600000000000002,Xalapa,Mexico,20.09N,97.25W
1945-08-01,23.088,0.366,Xalapa,Mexico,20.09N,97.25W
1945-09-01,22.677,0.304,Xalapa,Mexico,20.09N,97.25W
1945-10-01,20.428,0.45799999999999996,Xalapa,Mexico,20.09N,97.25W
1945-11-01,19.289,0.595,Xalapa,Mexico,20.09N,97.25W
1945-12-01,17.817999999999994,1.001,Xalapa,Mexico,20.09N,97.25W
1946-01-01,16.942,0.845,Xalapa,Mexico,20.09N,97.25W
1946-02-01,17.788,0.642,Xalapa,Mexico,20.09N,97.25W
1946-03-01,20.399,0.642,Xalapa,Mexico,20.09N,97.25W
1946-04-01,21.295,0.633,Xalapa,Mexico,20.09N,97.25W
1946-05-01,25.055999999999997,0.9059999999999999,Xalapa,Mexico,20.09N,97.25W
1946-06-01,22.688,0.258,Xalapa,Mexico,20.09N,97.25W
1946-07-01,23.182,0.21899999999999997,Xalapa,Mexico,20.09N,97.25W
1946-08-01,23.476000000000006,0.275,Xalapa,Mexico,20.09N,97.25W
1946-09-01,23.226999999999997,0.21899999999999997,Xalapa,Mexico,20.09N,97.25W
1946-10-01,21.305,0.625,Xalapa,Mexico,20.09N,97.25W
1946-11-01,19.851000000000006,0.424,Xalapa,Mexico,20.09N,97.25W
1946-12-01,17.025,0.17800000000000002,Xalapa,Mexico,20.09N,97.25W
1947-01-01,17.015,0.898,Xalapa,Mexico,20.09N,97.25W
1947-02-01,16.319000000000006,0.409,Xalapa,Mexico,20.09N,97.25W
1947-03-01,19.723,1.07,Xalapa,Mexico,20.09N,97.25W
1947-04-01,22.506,0.218,Xalapa,Mexico,20.09N,97.25W
1947-05-01,22.926,0.22,Xalapa,Mexico,20.09N,97.25W
1947-06-01,24.081000000000003,0.18,Xalapa,Mexico,20.09N,97.25W
1947-07-01,22.964000000000002,0.5870000000000001,Xalapa,Mexico,20.09N,97.25W
1947-08-01,22.359,0.11199999999999999,Xalapa,Mexico,20.09N,97.25W
1947-09-01,21.764,0.519,Xalapa,Mexico,20.09N,97.25W
1947-10-01,21.365,0.242,Xalapa,Mexico,20.09N,97.25W
1947-11-01,20.205,0.6809999999999999,Xalapa,Mexico,20.09N,97.25W
1947-12-01,16.765,0.184,Xalapa,Mexico,20.09N,97.25W
1948-01-01,15.237,0.198,Xalapa,Mexico,20.09N,97.25W
1948-02-01,18.646,1.061,Xalapa,Mexico,20.09N,97.25W
1948-03-01,21.286,0.677,Xalapa,Mexico,20.09N,97.25W
1948-04-01,21.224,0.222,Xalapa,Mexico,20.09N,97.25W
1948-05-01,23.673000000000002,0.371,Xalapa,Mexico,20.09N,97.25W
1948-06-01,23.311999999999998,0.33299999999999996,Xalapa,Mexico,20.09N,97.25W
1948-07-01,22.897,0.245,Xalapa,Mexico,20.09N,97.25W
1948-08-01,23.676,0.565,Xalapa,Mexico,20.09N,97.25W
1948-09-01,22.616,0.308,Xalapa,Mexico,20.09N,97.25W
1948-10-01,20.612,0.337,Xalapa,Mexico,20.09N,97.25W
1948-11-01,19.815,0.312,Xalapa,Mexico,20.09N,97.25W
1948-12-01,18.923,0.6920000000000001,Xalapa,Mexico,20.09N,97.25W
1949-01-01,17.355,0.293,Xalapa,Mexico,20.09N,97.25W
1949-02-01,18.897,0.45799999999999996,Xalapa,Mexico,20.09N,97.25W
1949-03-01,20.845,0.365,Xalapa,Mexico,20.09N,97.25W
1949-04-01,21.548000000000002,0.364,Xalapa,Mexico,20.09N,97.25W
1949-05-01,23.798000000000002,0.276,Xalapa,Mexico,20.09N,97.25W
1949-06-01,24.006999999999998,0.257,Xalapa,Mexico,20.09N,97.25W
1949-07-01,23.35,0.319,Xalapa,Mexico,20.09N,97.25W
1949-08-01,23.374,0.215,Xalapa,Mexico,20.09N,97.25W
1949-09-01,22.495,0.365,Xalapa,Mexico,20.09N,97.25W
1949-10-01,21.585,0.267,Xalapa,Mexico,20.09N,97.25W
1949-11-01,17.121000000000002,0.5489999999999999,Xalapa,Mexico,20.09N,97.25W
1949-12-01,17.718,0.34700000000000003,Xalapa,Mexico,20.09N,97.25W
1950-01-01,17.928,0.396,Xalapa,Mexico,20.09N,97.25W
1950-02-01,17.680999999999997,0.8170000000000001,Xalapa,Mexico,20.09N,97.25W
1950-03-01,20.425,0.38799999999999996,Xalapa,Mexico,20.09N,97.25W
1950-04-01,21.406,0.431,Xalapa,Mexico,20.09N,97.25W
1950-05-01,24.415,0.253,Xalapa,Mexico,20.09N,97.25W
1950-06-01,23.041,0.245,Xalapa,Mexico,20.09N,97.25W
1950-07-01,22.566999999999997,0.29100000000000004,Xalapa,Mexico,20.09N,97.25W
1950-08-01,22.872,0.354,Xalapa,Mexico,20.09N,97.25W
1950-09-01,23.138,0.256,Xalapa,Mexico,20.09N,97.25W
1950-10-01,20.328,0.418,Xalapa,Mexico,20.09N,97.25W
1950-11-01,17.777,0.086,Xalapa,Mexico,20.09N,97.25W
1950-12-01,16.732,0.498,Xalapa,Mexico,20.09N,97.25W
1951-01-01,16.934,0.313,Xalapa,Mexico,20.09N,97.25W
1951-02-01,16.625999999999998,0.282,Xalapa,Mexico,20.09N,97.25W
1951-03-01,19.328,0.359,Xalapa,Mexico,20.09N,97.25W
1951-04-01,21.834,0.292,Xalapa,Mexico,20.09N,97.25W
1951-05-01,23.37,0.332,Xalapa,Mexico,20.09N,97.25W
1951-06-01,23.671999999999997,0.361,Xalapa,Mexico,20.09N,97.25W
1951-07-01,22.499000000000002,0.21100000000000002,Xalapa,Mexico,20.09N,97.25W
1951-08-01,23.151999999999997,0.218,Xalapa,Mexico,20.09N,97.25W
1951-09-01,22.508000000000003,0.423,Xalapa,Mexico,20.09N,97.25W
1951-10-01,20.975,0.23800000000000002,Xalapa,Mexico,20.09N,97.25W
1951-11-01,18.73,0.65,Xalapa,Mexico,20.09N,97.25W
1951-12-01,18.805,0.703,Xalapa,Mexico,20.09N,97.25W
1952-01-01,17.988,0.36200000000000004,Xalapa,Mexico,20.09N,97.25W
1952-02-01,18.22,0.282,Xalapa,Mexico,20.09N,97.25W
1952-03-01,21.072,0.258,Xalapa,Mexico,20.09N,97.25W
1952-04-01,20.55,0.5379999999999999,Xalapa,Mexico,20.09N,97.25W
1952-05-01,22.498,0.165,Xalapa,Mexico,20.09N,97.25W
1952-06-01,22.324,0.35100000000000003,Xalapa,Mexico,20.09N,97.25W
1952-07-01,22.136999999999997,0.268,Xalapa,Mexico,20.09N,97.25W
1952-08-01,23.029,0.162,Xalapa,Mexico,20.09N,97.25W
1952-09-01,21.903000000000002,0.225,Xalapa,Mexico,20.09N,97.25W
1952-10-01,18.535999999999998,0.16399999999999998,Xalapa,Mexico,20.09N,97.25W
1952-11-01,18.67,0.16,Xalapa,Mexico,20.09N,97.25W
1952-12-01,16.677,0.268,Xalapa,Mexico,20.09N,97.25W
1953-01-01,16.479,0.6920000000000001,Xalapa,Mexico,20.09N,97.25W
1953-02-01,18.275,0.369,Xalapa,Mexico,20.09N,97.25W
1953-03-01,21.172,0.5529999999999999,Xalapa,Mexico,20.09N,97.25W
1953-04-01,23.557,0.34700000000000003,Xalapa,Mexico,20.09N,97.25W
1953-05-01,24.753,0.381,Xalapa,Mexico,20.09N,97.25W
1953-06-01,23.925,0.294,Xalapa,Mexico,20.09N,97.25W
1953-07-01,22.976,0.196,Xalapa,Mexico,20.09N,97.25W
1953-08-01,23.520000000000003,0.359,Xalapa,Mexico,20.09N,97.25W
1953-09-01,22.235,0.537,Xalapa,Mexico,20.09N,97.25W
1953-10-01,20.508000000000003,0.327,Xalapa,Mexico,20.09N,97.25W
1953-11-01,17.956,0.341,Xalapa,Mexico,20.09N,97.25W
1953-12-01,16.491999999999994,0.185,Xalapa,Mexico,20.09N,97.25W
1954-01-01,17.268,0.37799999999999995,Xalapa,Mexico,20.09N,97.25W
1954-02-01,17.657,0.813,Xalapa,Mexico,20.09N,97.25W
1954-03-01,20.276,0.27699999999999997,Xalapa,Mexico,20.09N,97.25W
1954-04-01,21.632,0.5589999999999999,Xalapa,Mexico,20.09N,97.25W
1954-05-01,23.097,0.313,Xalapa,Mexico,20.09N,97.25W
1954-06-01,23.087000000000003,0.306,Xalapa,Mexico,20.09N,97.25W
1954-07-01,22.241999999999997,0.196,Xalapa,Mexico,20.09N,97.25W
1954-08-01,22.935,0.21600000000000003,Xalapa,Mexico,20.09N,97.25W
1954-09-01,22.066,0.42700000000000005,Xalapa,Mexico,20.09N,97.25W
1954-10-01,19.916,0.298,Xalapa,Mexico,20.09N,97.25W
1954-11-01,17.804000000000006,0.243,Xalapa,Mexico,20.09N,97.25W
1954-12-01,15.768,0.544,Xalapa,Mexico,20.09N,97.25W
1955-01-01,15.959000000000001,0.631,Xalapa,Mexico,20.09N,97.25W
1955-02-01,16.486,0.755,Xalapa,Mexico,20.09N,97.25W
1955-03-01,19.534000000000002,0.66,Xalapa,Mexico,20.09N,97.25W
1955-04-01,23.088,0.374,Xalapa,Mexico,20.09N,97.25W
1955-05-01,24.196,0.342,Xalapa,Mexico,20.09N,97.25W
1955-06-01,23.756,0.21100000000000002,Xalapa,Mexico,20.09N,97.25W
1955-07-01,21.552,0.315,Xalapa,Mexico,20.09N,97.25W
1955-08-01,22.831999999999997,0.349,Xalapa,Mexico,20.09N,97.25W
1955-09-01,21.835,0.395,Xalapa,Mexico,20.09N,97.25W
1955-10-01,19.486,0.361,Xalapa,Mexico,20.09N,97.25W
1955-11-01,18.805,0.51,Xalapa,Mexico,20.09N,97.25W
1955-12-01,16.381,0.45799999999999996,Xalapa,Mexico,20.09N,97.25W
1956-01-01,15.755999999999998,0.601,Xalapa,Mexico,20.09N,97.25W
1956-02-01,18.316000000000006,0.19,Xalapa,Mexico,20.09N,97.25W
1956-03-01,19.695,0.382,Xalapa,Mexico,20.09N,97.25W
1956-04-01,22.57,0.377,Xalapa,Mexico,20.09N,97.25W
1956-05-01,22.372,0.305,Xalapa,Mexico,20.09N,97.25W
1956-06-01,21.748,0.32899999999999996,Xalapa,Mexico,20.09N,97.25W
1956-07-01,21.748,0.185,Xalapa,Mexico,20.09N,97.25W
1956-08-01,22.614,0.409,Xalapa,Mexico,20.09N,97.25W
1956-09-01,21.333000000000002,0.226,Xalapa,Mexico,20.09N,97.25W
1956-10-01,20.480999999999998,0.33,Xalapa,Mexico,20.09N,97.25W
1956-11-01,17.43,0.631,Xalapa,Mexico,20.09N,97.25W
1956-12-01,16.846,0.6970000000000001,Xalapa,Mexico,20.09N,97.25W
1957-01-01,17.322,0.506,Xalapa,Mexico,20.09N,97.25W
1957-02-01,18.67,0.769,Xalapa,Mexico,20.09N,97.25W
1957-03-01,19.607,0.618,Xalapa,Mexico,20.09N,97.25W
1957-04-01,22.263,0.40399999999999997,Xalapa,Mexico,20.09N,97.25W
1957-05-01,23.937,0.273,Xalapa,Mexico,20.09N,97.25W
1957-06-01,24.785,0.69,Xalapa,Mexico,20.09N,97.25W
1957-07-01,22.948,0.248,Xalapa,Mexico,20.09N,97.25W
1957-08-01,23.004,0.47200000000000003,Xalapa,Mexico,20.09N,97.25W
1957-09-01,22.625,0.35,Xalapa,Mexico,20.09N,97.25W
1957-10-01,20.221,0.5760000000000001,Xalapa,Mexico,20.09N,97.25W
1957-11-01,19.680999999999997,0.5710000000000001,Xalapa,Mexico,20.09N,97.25W
1957-12-01,16.29,0.354,Xalapa,Mexico,20.09N,97.25W
1958-01-01,14.382,0.518,Xalapa,Mexico,20.09N,97.25W
1958-02-01,16.484,0.402,Xalapa,Mexico,20.09N,97.25W
1958-03-01,19.369,0.489,Xalapa,Mexico,20.09N,97.25W
1958-04-01,22.883000000000003,0.899,Xalapa,Mexico,20.09N,97.25W
1958-05-01,22.435,0.57,Xalapa,Mexico,20.09N,97.25W
1958-06-01,23.930000000000003,0.27899999999999997,Xalapa,Mexico,20.09N,97.25W
1958-07-01,22.613000000000003,0.433,Xalapa,Mexico,20.09N,97.25W
1958-08-01,23.478,0.614,Xalapa,Mexico,20.09N,97.25W
1958-09-01,22.837,0.41600000000000004,Xalapa,Mexico,20.09N,97.25W
1958-10-01,21.155,0.606,Xalapa,Mexico,20.09N,97.25W
1958-11-01,19.234,0.525,Xalapa,Mexico,20.09N,97.25W
1958-12-01,16.018,0.6859999999999999,Xalapa,Mexico,20.09N,97.25W
1959-01-01,15.616,0.397,Xalapa,Mexico,20.09N,97.25W
1959-02-01,18.409,0.249,Xalapa,Mexico,20.09N,97.25W
1959-03-01,19.01,0.6970000000000001,Xalapa,Mexico,20.09N,97.25W
1959-04-01,20.031,0.486,Xalapa,Mexico,20.09N,97.25W
1959-05-01,23.037,0.183,Xalapa,Mexico,20.09N,97.25W
1959-06-01,23.439,0.489,Xalapa,Mexico,20.09N,97.25W
1959-07-01,22.569000000000003,0.364,Xalapa,Mexico,20.09N,97.25W
1959-08-01,22.776999999999997,0.325,Xalapa,Mexico,20.09N,97.25W
1959-09-01,22.713,0.4,Xalapa,Mexico,20.09N,97.25W
1959-10-01,21.478,0.282,Xalapa,Mexico,20.09N,97.25W
1959-11-01,17.637999999999998,0.511,Xalapa,Mexico,20.09N,97.25W
1959-12-01,16.529,0.444,Xalapa,Mexico,20.09N,97.25W
1960-01-01,16.909000000000002,0.496,Xalapa,Mexico,20.09N,97.25W
1960-02-01,16.461000000000002,0.465,Xalapa,Mexico,20.09N,97.25W
1960-03-01,18.532,0.314,Xalapa,Mexico,20.09N,97.25W
1960-04-01,21.185,0.222,Xalapa,Mexico,20.09N,97.25W
1960-05-01,23.96,0.768,Xalapa,Mexico,20.09N,97.25W
1960-06-01,24.057,0.496,Xalapa,Mexico,20.09N,97.25W
1960-07-01,22.881,0.496,Xalapa,Mexico,20.09N,97.25W
1960-08-01,23.429,0.303,Xalapa,Mexico,20.09N,97.25W
1960-09-01,21.873,0.304,Xalapa,Mexico,20.09N,97.25W
1960-10-01,22.078000000000003,0.285,Xalapa,Mexico,20.09N,97.25W
1960-11-01,19.451,0.55,Xalapa,Mexico,20.09N,97.25W
1960-12-01,15.845,0.6409999999999999,Xalapa,Mexico,20.09N,97.25W
1961-01-01,15.024,0.585,Xalapa,Mexico,20.09N,97.25W
1961-02-01,16.928,0.201,Xalapa,Mexico,20.09N,97.25W
1961-03-01,20.754,0.40299999999999997,Xalapa,Mexico,20.09N,97.25W
1961-04-01,21.651,0.434,Xalapa,Mexico,20.09N,97.25W
1961-05-01,24.206999999999997,0.47600000000000003,Xalapa,Mexico,20.09N,97.25W
1961-06-01,23.131999999999998,0.5539999999999999,Xalapa,Mexico,20.09N,97.25W
1961-07-01,22.033,0.515,Xalapa,Mexico,20.09N,97.25W
1961-08-01,22.428,0.503,Xalapa,Mexico,20.09N,97.25W
1961-09-01,22.529,0.254,Xalapa,Mexico,20.09N,97.25W
1961-10-01,19.572,0.39299999999999996,Xalapa,Mexico,20.09N,97.25W
1961-11-01,18.583,0.354,Xalapa,Mexico,20.09N,97.25W
1961-12-01,17.709999999999994,0.583,Xalapa,Mexico,20.09N,97.25W
1962-01-01,15.360999999999999,0.43799999999999994,Xalapa,Mexico,20.09N,97.25W
1962-02-01,19.919,0.77,Xalapa,Mexico,20.09N,97.25W
1962-03-01,19.79,0.265,Xalapa,Mexico,20.09N,97.25W
1962-04-01,20.427,0.5770000000000001,Xalapa,Mexico,20.09N,97.25W
1962-05-01,22.695,0.309,Xalapa,Mexico,20.09N,97.25W
1962-06-01,23.793000000000006,0.995,Xalapa,Mexico,20.09N,97.25W
1962-07-01,22.67,0.512,Xalapa,Mexico,20.09N,97.25W
1962-08-01,23.42,0.706,Xalapa,Mexico,20.09N,97.25W
1962-09-01,22.734,0.433,Xalapa,Mexico,20.09N,97.25W
1962-10-01,21.495,0.45299999999999996,Xalapa,Mexico,20.09N,97.25W
1962-11-01,18.377,0.415,Xalapa,Mexico,20.09N,97.25W
1962-12-01,16.971999999999998,0.387,Xalapa,Mexico,20.09N,97.25W
1963-01-01,16.52,0.556,Xalapa,Mexico,20.09N,97.25W
1963-02-01,16.130000000000006,0.41600000000000004,Xalapa,Mexico,20.09N,97.25W
1963-03-01,20.564,0.413,Xalapa,Mexico,20.09N,97.25W
1963-04-01,23.19,0.489,Xalapa,Mexico,20.09N,97.25W
1963-05-01,22.936,0.465,Xalapa,Mexico,20.09N,97.25W
1963-06-01,23.880000000000006,0.28300000000000003,Xalapa,Mexico,20.09N,97.25W
1963-07-01,22.519,0.5429999999999999,Xalapa,Mexico,20.09N,97.25W
1963-08-01,22.801,0.312,Xalapa,Mexico,20.09N,97.25W
1963-09-01,22.309,0.341,Xalapa,Mexico,20.09N,97.25W
1963-10-01,20.055,0.539,Xalapa,Mexico,20.09N,97.25W
1963-11-01,18.945999999999998,0.273,Xalapa,Mexico,20.09N,97.25W
1963-12-01,15.421,0.413,Xalapa,Mexico,20.09N,97.25W
1964-01-01,15.811,0.354,Xalapa,Mexico,20.09N,97.25W
1964-02-01,17.238,0.579,Xalapa,Mexico,20.09N,97.25W
1964-03-01,20.477,0.439,Xalapa,Mexico,20.09N,97.25W
1964-04-01,23.42,0.395,Xalapa,Mexico,20.09N,97.25W
1964-05-01,23.866,0.556,Xalapa,Mexico,20.09N,97.25W
1964-06-01,22.663,0.504,Xalapa,Mexico,20.09N,97.25W
1964-07-01,22.674,0.462,Xalapa,Mexico,20.09N,97.25W
1964-08-01,23.405,0.49700000000000005,Xalapa,Mexico,20.09N,97.25W
1964-09-01,22.835,0.267,Xalapa,Mexico,20.09N,97.25W
1964-10-01,19.303,0.4,Xalapa,Mexico,20.09N,97.25W
1964-11-01,19.385,0.271,Xalapa,Mexico,20.09N,97.25W
1964-12-01,17.445,0.23,Xalapa,Mexico,20.09N,97.25W
1965-01-01,16.615000000000002,0.316,Xalapa,Mexico,20.09N,97.25W
1965-02-01,17.221,0.304,Xalapa,Mexico,20.09N,97.25W
1965-03-01,19.222,0.52,Xalapa,Mexico,20.09N,97.25W
1965-04-01,22.487,0.355,Xalapa,Mexico,20.09N,97.25W
1965-05-01,23.651,0.451,Xalapa,Mexico,20.09N,97.25W
1965-06-01,23.391,0.44299999999999995,Xalapa,Mexico,20.09N,97.25W
1965-07-01,22.16,0.191,Xalapa,Mexico,20.09N,97.25W
1965-08-01,22.245,0.099,Xalapa,Mexico,20.09N,97.25W
1965-09-01,22.681,0.264,Xalapa,Mexico,20.09N,97.25W
1965-10-01,19.592,0.483,Xalapa,Mexico,20.09N,97.25W
1965-11-01,19.631,0.447,Xalapa,Mexico,20.09N,97.25W
1965-12-01,17.506,0.73,Xalapa,Mexico,20.09N,97.25W
1966-01-01,14.775,0.535,Xalapa,Mexico,20.09N,97.25W
1966-02-01,16.490000000000002,0.522,Xalapa,Mexico,20.09N,97.25W
1966-03-01,17.766,0.402,Xalapa,Mexico,20.09N,97.25W
1966-04-01,22.2,0.634,Xalapa,Mexico,20.09N,97.25W
