eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.97707E+11,1977,7,3,,0,,98,Italy,8,Western Europe,Veneto,Venice,45.434336,12.338786,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,,IOR optical industrial co.,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),500000,"Damages: estimated at $500,000",0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,3,,0,,98,Italy,8,Western Europe,Lombardy,Corsico,45.429286,9.109866,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,5,Industrial/Textiles/Factory,,"general Noli, international transports warehouse",98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,2,Major (likely > $1 million but < $1 billion),1000000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,3,,0,,98,Italy,8,Western Europe,Veneto,Venice,45.434336,12.338786,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,,IOR Optical Industries,98,Italy,,,,,,,,,,,,,,,,,Armed Proletarian Nuclei (NAP),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,3,Minor (likely < $1 million),500000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,4,,0,,209,Turkey,10,Middle East & North Africa,Gaziantep,Gaziantep,37.067968,37.382286,1,0,,,0,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,82,Labor Union Related,Idealist Club,"Unk, Chairman",209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,1,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,4,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.212989,37.142588,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Syrian Air and Air Defense Forces,Headquarters,200,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3,Minor (likely < $1 million),15000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,4,,0,,217,United States,1,North America,Washington,Olympia,47.039225,-122.891429,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,Puget Sound Power and Electric Co.,217,United States,,,,,,,,,,,,,,,,,George Jackson Brigade,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,5,,1,7/10/77,98,Italy,8,Western Europe,Apulia,Foggia,41.462292,15.544746,1,0,,,1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,4,Multinational Corporation,fiat in Cerignola (Foggia),"Giuseppi Pedone, car dealer (Fiat)",98,Italy,,,,,,,,,,,,,,,,,Armed Proletarian Nuclei (NAP),,,,,,,0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,1,1,0,0,5,,Italy,1,0,,,,,4,Hostage(s) killed (not during rescue attempt),1,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,5,,0,,98,Italy,8,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,"residence, university rentor",98,Italy,,,,,,,,,,,,,,,,,Armed Communist Nucleus,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,5,,0,,185,Spain,8,Western Europe,Las Palmas,Las Palmas de Gran Canaria,28.124824,-15.430008,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,8,Hotel/Resort,,Hotel,185,Spain,,,,,,,,,,,,,,,,,Canary Islands Independence Movement,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,5,,0,,98,Italy,8,Western Europe,Lazio,Fregene,41.85328,12.193359,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,"Residence, Minister of Defense",98,Italy,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,0,,,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,5,,0,,43,Chile,3,South America,Arica and Parinacota,Arica,-18.477323,-70.314534,1,0,,,1,1,1,-9,,,0,1,0,4,Hijacking,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),Ladeco Airlines,B-727,43,Chile,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,4,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,1,60,0,,,Peru,Peru,0,,,,,,,,,,,,,Hijacking DB,-9,-9,0,-9,
1.97707E+11,1977,7,6,,0,,98,Italy,8,Western Europe,Emilia-Romagna,Bologna,44.49419,11.346518,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,82,Labor Union Related,,cultural group hq.,98,Italy,,,,,,,,,,,,,,,,,Armed Communist Nucleus,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,6,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",,"residence, colombian ambassador",45,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,0,,,,"Damages: explosion, none, device failed to detonate (ambassador's residence)",0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97707E+11,1977,7,6,,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Aughnacloy,54.414416,-6.976641,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Royal Ulster Constabulary,"David Morrow, Protestant",233,Northern Ireland,,,,,,,,,,,,,,,,,Irish Republican Army (IRA),,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Firearm,1,,,,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,CAIN,0,0,1,1,
1.97707E+11,1977,7,7,,0,,69,France,8,Western Europe,Paris,Paris,48.856614,2.352222,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Mauritania Govt,"Ahmedould Ghana Halla, Ambassador",128,Mauritania,,,,,,,,,,,,,,,,,Polisario Front,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
1.97707E+11,1977,7,7,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,uruguayan embassy,218,Uruguay,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97707E+11,1977,7,7,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,25,Police Security Forces/Officers,,Park lot municipal guards,98,Italy,,,,,,,,,,,,,,,,,Communist Fighting Unit,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),5000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,7,,0,,98,Italy,8,Western Europe,Tuscany,Ardenza,43.513329,10.319081,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",,carabinieri station,98,Italy,,,,,,,,,,,,,,,,,Combatent Communists,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,8,,0,,98,Italy,8,Western Europe,Sardinia,Poetto,39.204066,9.161723,1,0,,,1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),,2 POV NATO german AF,75,Germany,,,,,,,,,,,,,,,,,Communist Fighting Nuclei,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),6000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97707E+11,1977,7,9,,0,,209,Turkey,10,Middle East & North Africa,Sivas,Sivas,39.748333,37.016413,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,82,Labor Union Related,,Idealist Club,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,9,,0,,209,Turkey,10,Middle East & North Africa,Sivas,Divrigi,39.36974,38.113408,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,82,Labor Union Related,,Idealist Assoc. Bldg.,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,9,,0,,209,Turkey,10,Middle East & North Africa,Ordu,Ordu,40.98456,37.877604,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,Residence School Official,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),200,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,9,,0,,209,Turkey,10,Middle East & North Africa,Ordu,Ordu,40.98456,37.877604,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,Residence School Official,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3,Minor (likely < $1 million),300,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,9,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.922071,32.853471,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,"Home, Agriculture Ministry Official",209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic Weapon,,,,,,,,,,,,,Automatic firearm,0,,,0,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,10,,0,,69,France,8,Western Europe,Ille-et-Vilaine,Saint-Malo,48.649337,-2.025674,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,Power Company office,69,France,,,,,,,,,,,,,,,,,Breton Liberation Front (FLB),Breton Revolutionary Army (armed wing),,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,10,,0,,69,France,8,Western Europe,Cotes-d'Armor,Dinan,48.454366,-2.047327,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,,Power Company Office,69,France,,,,,,,,,,,,,,,,,Breton Liberation Front (FLB),Breton Revolutionary Army (armed wing),,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),800,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,10,,0,,200,Syria,10,Middle East & North Africa,Aleppo,Aleppo,36.212989,37.142588,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",,Ministry of the luterior,200,Syria,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,10,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.922071,32.853471,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76,House/Apartment/Residence,,"Home, Commerce Industry Counselor",209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,11,,0,,185,Spain,8,Western Europe,Madrid,Madrid,40.416691,-3.700345,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,French Cultural Institute,69,France,,,,,,,,,,,,,,,,,First of October Antifascist Resistance Group (GRAPO),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97707E+11,1977,7,11,,0,,199,Switzerland,8,Western Europe,Zurich,Zurich,47.36865,8.539182,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,6,Airports & Aircraft,43,Airline Officer/Personnel,,Iran Airlines office,94,Iran,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),100000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
1.97707E+11,1977,7,11,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.922071,32.853471,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,,Policeman's House,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,11,,0,,98,Italy,8,Western Europe,Liguria,Genoa,44.407062,8.933989,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,"Christian Democratic Party, Liquria",Angelo Sibilla/Regional Secretary,98,Italy,,,,,,,,,,,,,,,,,Armed Proletarian Nuclei (NAP),,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,11,,0,,98,Italy,8,Western Europe,Lazio,Rome,41.89052,12.494249,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),18,"Government Personnel (excluding police, military)",Rightest Cath. Group Comunione e Liberazione,Mario Perlini/Part-time Financial Administrator,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,12,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,"Car, Emilia Bergoglio, Christian Demo Leader",98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,12,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,"car of Giuseppe Libertino, Christian Demo Leader",98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,12,,0,,98,Italy,8,Western Europe,Liguria,Genoa,44.407062,8.933989,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",,apartment complex (US Consel lives there),217,United States,,,,,,,,,,,,,,,,,Armed Radical Groups for Communism,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97707E+11,1977,7,12,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,"Parking Garage, Public Transportation Co.",98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),5000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,12,,0,,185,Spain,8,Western Europe,Madrid,Madrid,40.416691,-3.700345,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,,French High School,69,France,,,,,,,,,,,,,,,,,Armed Groups for Communism,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,3,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
1.97707E+11,1977,7,13,,0,,209,Turkey,10,Middle East & North Africa,Ankara,Ankara,39.922071,32.853471,1,0,,,1,1,1,0,,,0,0,0,1,Assassination,,,,,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Unk,"Unk, Newspaper writer",,,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,-9,-9,
1.97707E+11,1977,7,13,,0,,98,Italy,8,Western Europe,Tuscany,Grosseto,42.76286,11.112783,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,25,Police Security Forces/Officers,,"Beach house, Italian Provincial Police",98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,13,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Carabinieri Station,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),700,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,13,,0,,209,Turkey,10,Middle East & North Africa,Konya,Konya,37.868792,32.484456,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Lawyer's Vehicle,209,Turkey,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),3000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
1.97707E+11,1977,7,13,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Christian Democratic Party,Maurizio Paddu/Provincial Undersecretary,98,Italy,,,,,,,,,,,,,,,,,Red Brigades,,,,,,,0,,,0,3,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistol,0,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,13,,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,building,11,Argentina,,,,,,,,,,,,,,,,,Montoneros (Argentina),,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Rocket,,,,,,,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
1.97707E+11,1977,7,13,,0,,98,Italy,8,Western Europe,Piedmont,Turin,45.070562,7.686619,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,3,Police,22,"Police Building (headquarters, station, school)",,Carabinieri Station,98,Italy,,,,,,,,,,,,,,,,,Prima Linea,,,,,,,0,,,0,4,,,,,,,,,,,,8,Incendiary,,,5,Firearms,4,Rifle/Shotgun (non-automatic),,,,,,,,,Incendiary; Shotgun,0,,,0,,,1,3,Minor (likely < $1 million),2500,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
